month_year,full_date,name,SpeechID,position_cat,Organisation,HFSC_ChairConnect,HFSC_RankMembConnect,SpeakerConnect,HFSC_CombConnect,FedBoardCentrality,FedSpoketoFed,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org,Scrutiny,,,,,,,,,,Financial.Markets,Macroeconomics,Monetary.Policy,International.Economy,Local.Housing.Dev,Banking.Regulation,CPIAUCNS,PCEPI,INTDSRUSM193N,DFF,FEDFUNDS,GDPDEF,GDPC96,U6RATE,SPCS10RSA,CPIAUCNSPercent,PCEPIPercent,GDPC96Percent,CaseShillerChange,UnemploymentRateChange,pres_party,house_dem_rep,senate_dem_rep
3/1/1997,3/13/1997,Alice M. Rivlin,30,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Low,,,,,,,,,,0,0.060995184,0,0.154895663,0.466292143,0.230337083,160,79.125,5,5.5,5.39,77.731,10809.133,9.1,78.99,2.6875,2.065086888,4.363883764,2.304089125,-7.692307692,0,0.915929198,0.818181813
3/1/1997,3/22/1997,Alan Greenspan,31,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.183791608,0,0,0.107814759,0,0.558610737,160,79.125,5,5.5,5.39,77.731,10809.133,9.1,78.99,2.6875,2.065086888,4.363883764,2.304089125,-7.692307692,0,0.915929198,0.818181813
4/1/1997,4/4/1997,Alice M. Rivlin,32,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.162694305,0.276683927,0.358549237,0.076683939,0.065284975,160.2,79.199,5,6.18,5.51,77.941,10972.224,9.2,79.25,2.434456929,1.867447821,4.140382114,2.410094637,-7.608695652,0,0.915929198,0.818181813
4/1/1997,4/10/1997,Laurence H. Meyer,33,1,Bard College,0,0,0,0,0.044474749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0.172859445,0,0.604738832,160.2,79.199,5,6.18,5.51,77.941,10972.224,9.2,79.25,2.434456929,1.867447821,4.140382114,2.410094637,-7.608695652,0,0.915929198,0.818181813
4/1/1997,4/12/1997,Alan Greenspan,34,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,Low,,,,,,,,,,0.424010217,0,0,0.254789263,0,0,160.2,79.199,5,6.18,5.51,77.941,10972.224,9.2,79.25,2.434456929,1.867447821,4.140382114,2.410094637,-7.608695652,0,0.915929198,0.818181813
4/1/1997,4/24/1997,Laurence H. Meyer,35,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0,0.52333802,0,0,0,160.2,79.199,5,6.18,5.51,77.941,10972.224,9.2,79.25,2.434456929,1.867447821,4.140382114,2.410094637,-7.608695652,0,0.915929198,0.818181813
4/1/1997,4/29/1997,Alan Greenspan,36,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.41673857,0,0,0,0,0.327006042,160.2,79.199,5,6.18,5.51,77.941,10972.224,9.2,79.25,2.434456929,1.867447821,4.140382114,2.410094637,-7.608695652,0,0.915929198,0.818181813
5/1/1997,5/1/1997,Alan Greenspan,37,3,Federal Reserve Bank of Chicago,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.197692707,0,0,0.192973256,0,0.488725752,160.1,79.168,5,5.73,5.5,77.941,10972.224,8.8,79.53,2.186133666,1.661024656,4.140382114,2.590217528,-10.22727273,0,0.915929198,0.818181813
5/1/1997,5/3/1997,Alan Greenspan,38,3,Conference of State Bank Supervisors (CSBS),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.160574406,0,0,0.132506534,0,0.5828982,160.1,79.168,5,5.73,5.5,77.941,10972.224,8.8,79.53,2.186133666,1.661024656,4.140382114,2.590217528,-10.22727273,0,0.915929198,0.818181813
5/1/1997,5/8/1997,Alan Greenspan,39,3,New York University (NYU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.09039548,0.398305088,0.154425606,0.26647833,0,0,160.1,79.168,5,5.73,5.5,77.941,10972.224,8.8,79.53,2.186133666,1.661024656,4.140382114,2.590217528,-10.22727273,0,0.915929198,0.818181813
5/1/1997,5/23/1997,Laurence H. Meyer,40,1,"Leonard N Stern School of Business, New York University",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.10168539,0,0,0,0.463483155,0.273595512,160.1,79.168,5,5.73,5.5,77.941,10972.224,8.8,79.53,2.186133666,1.661024656,4.140382114,2.590217528,-10.22727273,0,0.915929198,0.818181813
6/1/1997,6/10/1997,Alan Greenspan,41,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.141638219,0,0,0.668941975,0,0.058020476,160.3,79.267,5,5.58,5.56,77.941,10972.224,8.8,79.91,2.245789145,1.783844475,4.140382114,3.053435115,-9.090909091,0,0.915929198,0.818181813
6/1/1997,6/18/1997,Laurence H. Meyer,42,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Low,,,,,,,,,,0,0,0.074113853,0.125671327,0.600429654,0.094522022,160.3,79.267,5,5.58,5.56,77.941,10972.224,8.8,79.91,2.245789145,1.783844475,4.140382114,3.053435115,-9.090909091,0,0.915929198,0.818181813
6/1/1997,6/18/1997,Susan M. Phillips,43,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0.122162886,0,0,0.116154872,0,0.661548734,160.3,79.267,5,5.58,5.56,77.941,10972.224,8.8,79.91,2.245789145,1.783844475,4.140382114,3.053435115,-9.090909091,0,0.915929198,0.818181813
9/1/1997,9/4/1997,Laurence H. Meyer,44,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,Low,,,,,,,,,,0,0,0.098437503,0,0.684374988,0.078906253,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
9/1/1997,9/5/1997,Alan Greenspan,45,3,Stanford Institute for Economic Policy Research (SIEPR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.257549852,0.418233633,0.157264963,0,0,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
9/1/1997,9/12/1997,Alan Greenspan,46,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.145675272,0,0.693474948,0,0,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
9/1/1997,9/12/1997,Laurence H. Meyer,47,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.253174007,0.120985813,0.430171758,0.103061989,0,0,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
9/1/1997,9/17/1997,Laurence H. Meyer,48,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.589495182,0.28862825,0,0,0,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
9/1/1997,9/19/1997,Susan M. Phillips,49,1,Fordham University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.145454541,0,0,0,0,0.680909097,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
9/1/1997,9/23/1997,Edward W. Kelley,50,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0,0,0,0.13627255,0.428857714,0.242484972,161.2,79.556,5,5.52,5.54,78.22,11111.951,8.7,80.91,2.109181141,1.567449344,4.470214097,3.905574095,-8.045977011,0,0.915929198,0.818181813
10/1/1997,10/5/1997,Alan Greenspan,51,3,American Bankers Association (ABA),0.98,0.98,0,1.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.101357467,0.101357467,0,0.36470589,0,0.302262455,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/11/1997,Alan Greenspan,52,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.113881402,0.071428575,0,0.1448787,0.603099704,0,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/14/1997,Alan Greenspan,53,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.289676428,0,0,0.381355941,0,0.137134045,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/14/1997,Alan Greenspan,54,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.127222985,0,0.733926117,0,0,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/14/1997,Laurence H. Meyer,55,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.384315431,0.287694961,0.163778156,0,0,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/15/1997,Susan M. Phillips,56,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,Low,,,,,,,,,,0.486891389,0,0.092384517,0,0,0.278402001,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/30/1997,Susan M. Phillips,57,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.110457517,0,0,0.093464054,0,0.679084957,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
10/1/1997,10/31/1997,Laurence H. Meyer,58,1,Federal Reserve Bank of Chicago,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Low,,,,,,,,,,0.075393535,0,0,0.140016571,0.610604823,0.089478046,161.6,79.658,5,5.65,5.5,78.479,11198.207,8.4,81.42,2.042079208,1.399733862,4.204664193,4.261852125,-11.9047619,0,0.915929198,0.818181813
11/1/1997,11/4/1997,Susan M. Phillips,59,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.116932906,0,0,0,0,0.751437724,161.5,79.669,5,5.56,5.52,78.479,11198.207,8.3,81.96,1.795665635,1.231344689,4.204664193,4.612005857,-12.04819277,0,0.915929198,0.818181813
11/1/1997,11/7/1997,Alan Greenspan,60,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0,0,0.267775238,0.4375,0,0.132454127,161.5,79.669,5,5.56,5.52,78.479,11198.207,8.3,81.96,1.795665635,1.231344689,4.204664193,4.612005857,-12.04819277,0,0.915929198,0.818181813
12/1/1997,12/1/1997,Laurence H. Meyer,61,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0,0.085972853,0.678733051,0.102564104,161.3,79.656,5,5.92,5.5,78.479,11198.207,8.4,82.59,1.673899566,1.100984232,4.204664193,5.097469427,-13.0952381,0,0.915929198,0.818181813
12/1/1997,12/2/1997,Alan Greenspan,62,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0.347804636,0.187962502,0,0.326591015,0,0,161.3,79.656,5,5.92,5.5,78.479,11198.207,8.4,82.59,1.673899566,1.100984232,4.204664193,5.097469427,-13.0952381,0,0.915929198,0.818181813
12/1/1997,12/3/1997,Alan Greenspan,63,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.131367296,0,0.723860562,0,0,161.3,79.656,5,5.92,5.5,78.479,11198.207,8.4,82.59,1.673899566,1.100984232,4.204664193,5.097469427,-13.0952381,0,0.915929198,0.818181813
12/1/1997,12/15/1997,Edward W. Kelley,64,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0.217197925,0.192735359,0.402520388,161.3,79.656,5,5.92,5.5,78.479,11198.207,8.4,82.59,1.673899566,1.100984232,4.204664193,5.097469427,-13.0952381,0,0.915929198,0.818181813
1/1/1998,1/3/1998,Alan Greenspan,65,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0.174338326,0.291714609,0.365362495,0,0,161.6,79.687,5,5.84,5.56,78.607,11308.995,8.4,83.26,1.547029703,1.012712237,4.420039093,5.632957002,-11.9047619,0,0.915929198,0.818181813
1/1/1998,1/8/1998,Laurence H. Meyer,66,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0,0.587869346,0,0,0,0,161.6,79.687,5,5.84,5.56,78.607,11308.995,8.4,83.26,1.547029703,1.012712237,4.420039093,5.632957002,-11.9047619,0,0.915929198,0.818181813
1/1/1998,1/12/1998,Alan Greenspan,67,3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Low,,,,,,,,,,0.094563983,0,0,0.091732733,0.562853932,0.169875428,161.6,79.687,5,5.84,5.56,78.607,11308.995,8.4,83.26,1.547029703,1.012712237,4.420039093,5.632957002,-11.9047619,0,0.915929198,0.818181813
1/1/1998,1/16/1998,Alan Greenspan,68,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0.150458708,0,0.432110101,0.285321087,0,161.6,79.687,5,5.84,5.56,78.607,11308.995,8.4,83.26,1.547029703,1.012712237,4.420039093,5.632957002,-11.9047619,0,0.915929198,0.818181813
2/1/1998,2/11/1998,Edward W. Kelley,69,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0.184034124,0.148080438,0.461304069,161.9,79.637,5,5.48,5.51,78.607,11308.995,8.4,83.97,1.420630019,0.744628753,4.420039093,6.25223294,-11.9047619,0,0.915929198,0.818181813
2/1/1998,2/17/1998,Alice M. Rivlin,70,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Low,,,,,,,,,,0,0,0.082474224,0.618556678,0.139819592,0,161.9,79.637,5,5.48,5.51,78.607,11308.995,8.4,83.97,1.420630019,0.744628753,4.420039093,6.25223294,-11.9047619,0,0.915929198,0.818181813
2/1/1998,2/26/1998,Alan Greenspan,71,3,Federal Reserve Bank of New York,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.137046307,0,0,0.084480599,0,0.689612031,161.9,79.637,5,5.48,5.51,78.607,11308.995,8.4,83.97,1.420630019,0.744628753,4.420039093,6.25223294,-11.9047619,0,0.915929198,0.818181813
2/1/1998,2/27/1998,Alan Greenspan,72,3,Federal Reserve Bank of Atlanta,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.38839978,0.174520969,0,0.222164676,0,0,161.9,79.637,5,5.48,5.51,78.607,11308.995,8.4,83.97,1.420630019,0.744628753,4.420039093,6.25223294,-11.9047619,0,0.915929198,0.818181813
2/1/1998,2/27/1998,Edward M. Gramlich,73,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0,0.810581982,0.071428575,0,0,161.9,79.637,5,5.48,5.51,78.607,11308.995,8.4,83.97,1.420630019,0.744628753,4.420039093,6.25223294,-11.9047619,0,0.915929198,0.818181813
3/1/1998,3/2/1998,Laurence H. Meyer,74,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.18291761,0,0,0,0,0.616024196,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/3/1998,Alan Greenspan,75,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.404964089,0.12344873,0,0.252775967,0,0.130633578,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/4/1998,Roger W. Ferguson,76,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.291749179,0.234983504,0,0,0,0.204620466,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/6/1998,Edward M. Gramlich,77,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,Low,,,,,,,,,,0,0.393939406,0,0.222222224,0.101010099,0.169191912,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/9/1998,Roger W. Ferguson,78,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.077939235,0,0,0.103698812,0,0.708058119,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/16/1998,Laurence H. Meyer,79,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0.799390912,0,0,0,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/17/1998,Susan M. Phillips,80,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.174783185,0,0,0.087391593,0,0.637091398,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/19/1998,Alice M. Rivlin,81,2,Georgetown University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.077605322,0.075388029,0.108647451,0.40798226,0.254988909,0,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/19/1998,Roger W. Ferguson,82,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0.135578588,0.198618308,0.490500867,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
3/1/1998,3/26/1998,Susan M. Phillips,83,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.301771104,0,0,0,0,0.494550407,162.2,79.644,5,5.57,5.49,78.607,11308.995,8.4,84.62,1.356350185,0.651649842,4.420039093,6.653273458,-8.333333333,0,0.915929198,0.818181813
4/1/1998,4/2/1998,Alan Greenspan,84,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,Low,,,,,,,,,,0.141582385,0.096966095,0,0.640690088,0,0,162.5,79.745,5,5.72,5.45,78.772,11418.673,7.9,85.19,1.415384615,0.684682425,3.90981509,6.972649372,-16.4556962,0,0.915929198,0.818181813
4/1/1998,4/2/1998,Laurence H. Meyer,85,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.065496095,0,0.684225202,0.056577481,0.056577481,0.083054624,162.5,79.745,5,5.72,5.45,78.772,11418.673,7.9,85.19,1.415384615,0.684682425,3.90981509,6.972649372,-16.4556962,0,0.915929198,0.818181813
4/1/1998,4/4/1998,Roger W. Ferguson,86,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0.167432696,0.378857523,0.250164151,162.5,79.745,5,5.72,5.45,78.772,11418.673,7.9,85.19,1.415384615,0.684682425,3.90981509,6.972649372,-16.4556962,0,0.915929198,0.818181813
4/1/1998,4/9/1998,Laurence H. Meyer,87,1,Federal Reserve Bank of Atlanta,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0.614847183,0.258515298,0,0,0,162.5,79.745,5,5.72,5.45,78.772,11418.673,7.9,85.19,1.415384615,0.684682425,3.90981509,6.972649372,-16.4556962,0,0.915929198,0.818181813
